"","X","Year","Movement_type","Team_previous_season","Team","Players"
"7885",7885,1965,"Pro","Pit","Bal",2
"7886",7886,1965,"Pro","Pit","Min",1
"7887",7887,1965,"Pro","Pit","Phi",1
"7888",7888,1965,"Pro","Pit","SF",2
"7889",7889,1965,"Pro","Pit","Stl",2
"7890",7890,1965,"Pro","SD","Buf",1
"7891",7891,1965,"Pro","SD","Hou",2
"7892",7892,1965,"Pro","SD","NYJ",2
"7893",7893,1965,"Pro","SF","Dal",2
"7894",7894,1965,"Pro","SF","Pit",3
"7895",7895,1965,"Pro","SF","Stl",1
"7896",7896,1965,"Pro","Stl","Det",1
"7897",7897,1965,"Pro","Stl","Pit",1
"7898",7898,1965,"Pro","Stl","SF",1
"7899",7899,1965,"Pro","Was","Chi",1
"7900",7900,1965,"Pro","Was","Det",1
"7901",7901,1965,"Pro","Was","GB",1
"7902",7902,1965,"Pro","Was","Min",1
"7903",7903,1965,"Pro","Was","Oak",1
"7904",7904,1965,"Pro","Was","Pit",1
"7905",7905,1966,"Draft","--","Det",1
"7906",7906,1966,"Draft","Abilene Christian","Den",1
"7907",7907,1966,"Draft","Alabama","Atl",2
"7908",7908,1966,"Draft","Alabama","NYG",1
"7909",7909,1966,"Draft","Alabama","NYJ",1
"7910",7910,1966,"Draft","Allen","Bal",1
"7911",7911,1966,"Draft","Allen","Stl",1
"7912",7912,1966,"Draft","Arizona State","Phi",1
"7913",7913,1966,"Draft","Arkansas","Buf",2
"7914",7914,1966,"Draft","Arkansas","Hou",1
"7915",7915,1966,"Draft","Arkansas","Min",1
"7916",7916,1966,"Draft","Arkansas-Pine Bluff","GB",1
"7917",7917,1966,"Draft","Auburn","Atl",1
"7918",7918,1966,"Draft","Auburn","Det",1
"7919",7919,1966,"Draft","Auburn","Hou",1
"7920",7920,1966,"Draft","Auburn","Mia",1
"7921",7921,1966,"Draft","Ball State","Det",1
"7922",7922,1966,"Draft","Baylor","Hou",1
"7923",7923,1966,"Draft","Bishop","KC",1
"7924",7924,1966,"Draft","Bowling Green","Atl",1
"7925",7925,1966,"Draft","Bucknell","Oak",1
"7926",7926,1966,"Draft","Buffalo","Mia",1
"7927",7927,1966,"Draft","Cal State-Northridge","Den",1
"7928",7928,1966,"Draft","California-Santa Barbara","Den",1
"7929",7929,1966,"Draft","Central Oklahoma","Stl",1
"7930",7930,1966,"Draft","Cincinnati","Was",1
"7931",7931,1966,"Draft","Clemson","Bal",1
"7932",7932,1966,"Draft","Colorado State","Den",2
"7933",7933,1966,"Draft","Connecticut","Buf",1
"7934",7934,1966,"Draft","Dayton","NYG",1
"7935",7935,1966,"Draft","Delta State","Mia",1
"7936",7936,1966,"Draft","Duke","Den",1
"7937",7937,1966,"Draft","Findlay","NYJ",1
"7938",7938,1966,"Draft","Florida","Bal",1
"7939",7939,1966,"Draft","Florida","Hou",1
"7940",7940,1966,"Draft","Florida","Pit",1
"7941",7941,1966,"Draft","Florida A&M","KC",1
"7942",7942,1966,"Draft","Florida A&M","Mia",1
"7943",7943,1966,"Draft","Florida A&M","Oak",1
"7944",7944,1966,"Draft","Florida A&M","Was",1
"7945",7945,1966,"Draft","Florida State","Bos",1
"7946",7946,1966,"Draft","Florida State","Den",1
"7947",7947,1966,"Draft","Fort Valley State","Buf",1
"7948",7948,1966,"Draft","Frederick CC (MD)","Atl",1
"7949",7949,1966,"Draft","Fresno State","SD",1
"7950",7950,1966,"Draft","Georgia","Atl",1
"7951",7951,1966,"Draft","Georgia","Chi",1
"7952",7952,1966,"Draft","Georgia","Phi",1
"7953",7953,1966,"Draft","Georgia","Was",1
"7954",7954,1966,"Draft","Georgia Tech","Bal",1
"7955",7955,1966,"Draft","Grambling","Chi",1
"7956",7956,1966,"Draft","Grambling","Den",1
"7957",7957,1966,"Draft","Grambling","LA",1
"7958",7958,1966,"Draft","Grambling","NYG",1
"7959",7959,1966,"Draft","Grambling","SD",1
"7960",7960,1966,"Draft","Hillsdale","Det",1
"7961",7961,1966,"Draft","Howard Payne","Den",1
"7962",7962,1966,"Draft","Illinois","GB",1
"7963",7963,1966,"Draft","Illinois","Mia",1
"7964",7964,1966,"Draft","Illinois","Min",1
"7965",7965,1966,"Draft","Illinois","Phi",1
"7966",7966,1966,"Draft","Indiana","Det",1
"7967",7967,1966,"Draft","Indiana","Phi",1
"7968",7968,1966,"Draft","Iowa","Dal",1
"7969",7969,1966,"Draft","Iowa","Mia",1
"7970",7970,1966,"Draft","Iowa","SF",1
"7971",7971,1966,"Draft","Iowa","Stl",1
"7972",7972,1966,"Draft","Iowa","Was",1
"7973",7973,1966,"Draft","Iowa State","Min",1
"7974",7974,1966,"Draft","Iowa State","Pit",1
"7975",7975,1966,"Draft","Iowa State","SD",1
"7976",7976,1966,"Draft","Iowa State","Stl",1
"7977",7977,1966,"Draft","Jacksonville State","SD",1
"7978",7978,1966,"Draft","Kansas","Chi",1
"7979",7979,1966,"Draft","Kansas","Dal",1
"7980",7980,1966,"Draft","Kansas State","NYG",1
"7981",7981,1966,"Draft","Kent State","NYJ",1
"7982",7982,1966,"Draft","Kent State","Pit",1
"7983",7983,1966,"Draft","Kentucky","Bal",1
"7984",7984,1966,"Draft","Kentucky","Mia",1
"7985",7985,1966,"Draft","Kentucky","Min",1
"7986",7986,1966,"Draft","Kentucky","Oak",1
"7987",7987,1966,"Draft","Lincoln (MO)","SD",1
"7988",7988,1966,"Draft","Long Beach State","Dal",1
"7989",7989,1966,"Draft","Los Angeles State","GB",1
"7990",7990,1966,"Draft","Los Angeles State","LA",1
"7991",7991,1966,"Draft","Los Angeles State","NYG",2
"7992",7992,1966,"Draft","Louisiana State","Buf",1
"7993",7993,1966,"Draft","Louisiana State","Hou",1
"7994",7994,1966,"Draft","Louisiana State","Mia",1
"7995",7995,1966,"Draft","Louisiana State","SD",1
"7996",7996,1966,"Draft","Louisiana State","SF",1
"7997",7997,1966,"Draft","Louisiana Tech","Bal",1
"7998",7998,1966,"Draft","Louisiana Tech","Bos",1
"7999",7999,1966,"Draft","Louisville","Chi",1
"8000",8000,1966,"Draft","Louisville","SF",1
"8001",8001,1966,"Draft","Marshall","SD",1
"8002",8002,1966,"Draft","Maryland Eastern Shore","Buf",1
"8003",8003,1966,"Draft","Maryland Eastern Shore","Chi",1
"8004",8004,1966,"Draft","Maryland Eastern Shore","NYJ",2
"8005",8005,1966,"Draft","Massachusetts","Cle",1
"8006",8006,1966,"Draft","Massachusetts","GB",1
"8007",8007,1966,"Draft","McNeese State","Buf",1
"8008",8008,1966,"Draft","Memphis","Atl",1
"8009",8009,1966,"Draft","Memphis","Den",1
"8010",8010,1966,"Draft","Memphis","GB",1
"8011",8011,1966,"Draft","Miami","NYJ",1
"8012",8012,1966,"Draft","Miami","Oak",1
"8013",8013,1966,"Draft","Miami (OH)","Cle",1
"8014",8014,1966,"Draft","Michigan","Den",1
"8015",8015,1966,"Draft","Michigan","LA",1
"8016",8016,1966,"Draft","Michigan","NYJ",1
"8017",8017,1966,"Draft","Michigan","Pit",1
"8018",8018,1966,"Draft","Michigan State","NYJ",1
"8019",8019,1966,"Draft","Minnesota","GB",1
"8020",8020,1966,"Draft","Minnesota","KC",1
"8021",8021,1966,"Draft","Minnesota","Mia",1
"8022",8022,1966,"Draft","Minnesota","SF",1
"8023",8023,1966,"Draft","Mississippi","GB",1
"8024",8024,1966,"Draft","Mississippi","Oak",1
"8025",8025,1966,"Draft","Mississippi","SF",1
"8026",8026,1966,"Draft","Mississippi","Stl",1
"8027",8027,1966,"Draft","Mississippi","Was",1
"8028",8028,1966,"Draft","Mississippi State","Hou",1
"8029",8029,1966,"Draft","Missouri","Cle",1
"8030",8030,1966,"Draft","Missouri","KC",1
"8031",8031,1966,"Draft","Missouri","NYG",1
"8032",8032,1966,"Draft","Missouri","Phi",1
"8033",8033,1966,"Draft","Missouri","Stl",1
"8034",8034,1966,"Draft","Montana","Min",1
"8035",8035,1966,"Draft","Nebraska","Bos",1
"8036",8036,1966,"Draft","Nebraska","NYG",1
"8037",8037,1966,"Draft","Nebraska","Pit",1
"8038",8038,1966,"Draft","Nebraska","Was",1
"8039",8039,1966,"Draft","Nebraska-Omaha","Bal",1
"8040",8040,1966,"Draft","New Mexico State","NYG",1
"8041",8041,1966,"Draft","Norfolk State","Atl",1
"8042",8042,1966,"Draft","North Carolina A&T","SF",1
"8043",8043,1966,"Draft","North Dakota","Den",1
"8044",8044,1966,"Draft","North Dakota","Phi",1
"8045",8045,1966,"Draft","Northeastern","Bos",1
"8046",8046,1966,"Draft","Northeastern Oklahoma","Mia",1
"8047",8047,1966,"Draft","Northern Arizona","Phi",1
"8048",8048,1966,"Draft","Northern Illinois","Was",1
"8049",8049,1966,"Draft","Northern Iowa","Cle",1
"8050",8050,1966,"Draft","Northwestern","Atl",1
"8051",8051,1966,"Draft","Northwestern","Was",1
"8052",8052,1966,"Draft","Notre Dame","Atl",2
"8053",8053,1966,"Draft","Notre Dame","Bos",1
"8054",8054,1966,"Draft","Notre Dame","Hou",1
"8055",8055,1966,"Draft","Notre Dame","LA",1
"8056",8056,1966,"Draft","Notre Dame","Phi",1
"8057",8057,1966,"Draft","Notre Dame","Was",1
"8058",8058,1966,"Draft","Ohio State","Det",1
"8059",8059,1966,"Draft","Ohio State","Phi",1
"8060",8060,1966,"Draft","Ohio State","Was",1
"8061",8061,1966,"Draft","Oklahoma State","Dal",1
"8062",8062,1966,"Draft","Oklahoma State","Min",1
"8063",8063,1966,"Draft","Oklahoma State","NYG",1
"8064",8064,1966,"Draft","Oregon","Den",2
"8065",8065,1966,"Draft","Oregon","Min",1
"8066",8066,1966,"Draft","Oregon State","Atl",1
"8067",8067,1966,"Draft","Oregon State","Den",1
"8068",8068,1966,"Draft","Pacific","Dal",1
"8069",8069,1966,"Draft","Pacific","SD",1
"8070",8070,1966,"Draft","Pacific (OR)","Dal",1
"8071",8071,1966,"Draft","Penn State","Atl",1
"8072",8072,1966,"Draft","Pittsburgh","Cle",1
"8073",8073,1966,"Draft","Pittsburgh","Den",1
"8074",8074,1966,"Draft","Princeton","Was",1
"8075",8075,1966,"Draft","Purdue","Bos",1
"8076",8076,1966,"Draft","Purdue","Buf",1
"8077",8077,1966,"Draft","Purdue","Den",1
"8078",8078,1966,"Draft","Purdue","Min",1
"8079",8079,1966,"Draft","Rice","Dal",1
"8080",8080,1966,"Draft","San Diego State","Oak",1
"8081",8081,1966,"Draft","San Diego State","Pit",1
"8082",8082,1966,"Draft","San Diego State","SD",4
"8083",8083,1966,"Draft","San Jose State","Cle",1
"8084",8084,1966,"Draft","San Jose State","SD",1
"8085",8085,1966,"Draft","San Jose State","Stl",1
"8086",8086,1966,"Draft","Santa Clara","Den",1
"8087",8087,1966,"Draft","South Carolina","Pit",1
"8088",8088,1966,"Draft","South Dakota State","Pit",1
"8089",8089,1966,"Draft","Southern","Cle",1
"8090",8090,1966,"Draft","Southern","Oak",1
"8091",8091,1966,"Draft","Southern California","Hou",1
"8092",8092,1966,"Draft","Southern California","KC",1
"8093",8093,1966,"Draft","Southern California","Min",2
"8094",8094,1966,"Draft","Southern California","NYG",1
"8095",8095,1966,"Draft","Southern Illinois","Stl",1
"8096",8096,1966,"Draft","Southern Methodist","Mia",1
"8097",8097,1966,"Draft","Southern Mississippi","Bos",3
"8098",8098,1966,"Draft","Stanford","Dal",1
"8099",8099,1966,"Draft","Stanford","Phi",1
"8100",8100,1966,"Draft","Stephen F. Austin","Mia",1
"8101",8101,1966,"Draft","Syracuse","Chi",1
"8102",8102,1966,"Draft","Syracuse","NYJ",1
"8103",8103,1966,"Draft","Syracuse","Pit",1
"8104",8104,1966,"Draft","Tennessee","Mia",5
"8105",8105,1966,"Draft","Tennessee State","Det",2
"8106",8106,1966,"Draft","Tennessee State","KC",1
"8107",8107,1966,"Draft","Texas","Atl",1
"8108",8108,1966,"Draft","Texas","NYG",1
"8109",8109,1966,"Draft","Texas","NYJ",1
"8110",8110,1966,"Draft","Texas A&M","NYG",1
"8111",8111,1966,"Draft","Texas A&M-Kingsville","Atl",1
"8112",8112,1966,"Draft","Texas Southern","KC",1
"8113",8113,1966,"Draft","Texas Tech","GB",1
"8114",8114,1966,"Draft","Texas Tech","Hou",2
"8115",8115,1966,"Draft","Texas-Arlington","Was",1
"8116",8116,1966,"Draft","Toledo","Hou",1
"8117",8117,1966,"Draft","Toledo","NYJ",1
"8118",8118,1966,"Draft","Tulsa","Dal",1
"8119",8119,1966,"Draft","Tulsa","Mia",1
"8120",8120,1966,"Draft","Tulsa","Oak",1
"8121",8121,1966,"Draft","Tulsa","SF",1
"8122",8122,1966,"Draft","UCLA","Den",1
"8123",8123,1966,"Draft","UCLA","SF",1
"8124",8124,1966,"Draft","Upper Iowa","Oak",1
"8125",8125,1966,"Draft","Utah","Oak",1
"8126",8126,1966,"Draft","Utah","Stl",1
"8127",8127,1966,"Draft","Utah State","Den",1
"8128",8128,1966,"Draft","Utah State","Stl",1
"8129",8129,1966,"Draft","Virginia","Det",1
"8130",8130,1966,"Draft","Wake Forest","Chi",1
"8131",8131,1966,"Draft","Wake Forest","Det",1
"8132",8132,1966,"Draft","Washington","Phi",1
"8133",8133,1966,"Draft","West Chester","KC",1
"8134",8134,1966,"Draft","West Texas A&M","Hou",1
"8135",8135,1966,"Draft","West Virginia","Pit",1
"8136",8136,1966,"Draft","Western Illinois","Buf",1
"8137",8137,1966,"Draft","Western Illinois","SF",1
"8138",8138,1966,"Draft","Wichita State","Den",1
"8139",8139,1966,"Draft","Wichita State","NYJ",1
"8140",8140,1966,"Draft","Willamette","LA",1
"8141",8141,1966,"Draft","William & Mary","SD",1
"8142",8142,1966,"Draft","Wisconsin","SD",1
"8143",8143,1966,"Draft","Wittenberg","Oak",1
"8144",8144,1966,"Draft","Xavier","Mia",2
"8145",8145,1966,"Draft","Xavier","NYJ",1
"8146",8146,1966,"Pro","Atl","Den",1
"8147",8147,1966,"Pro","Atl","GB",1
"8148",8148,1966,"Pro","Bal","Atl",3
"8149",8149,1966,"Pro","Bal","NYG",1
"8150",8150,1966,"Pro","Bal","Stl",1
"8151",8151,1966,"Pro","Bos","Bal",1
"8152",8152,1966,"Pro","Bos","Buf",1
"8153",8153,1966,"Pro","Bos","Mia",2
"8154",8154,1966,"Pro","Buf","Hou",1
"8155",8155,1966,"Pro","Buf","Mia",3
"8156",8156,1966,"Pro","Buf","NYG",1
"8157",8157,1966,"Pro","Buf","NYJ",1
"8158",8158,1966,"Pro","Buf","Oak",2
"8159",8159,1966,"Pro","Buf","Pit",1
"8160",8160,1966,"Pro","Chi","Atl",4
"8161",8161,1966,"Pro","Chi","LA",2
"8162",8162,1966,"Pro","Chi","Was",1
"8163",8163,1966,"Pro","Cle","Atl",2
"8164",8164,1966,"Pro","Cle","Bal",1
"8165",8165,1966,"Pro","Cle","Hou",1
"8166",8166,1966,"Pro","Cle","NYG",2
"8167",8167,1966,"Pro","Cle","Was",1
"8168",8168,1966,"Pro","Dal","Atl",2
"8169",8169,1966,"Pro","Dal","Cle",1
"8170",8170,1966,"Pro","Dal","Pit",1
"8171",8171,1966,"Pro","Dal","SD",1
"8172",8172,1966,"Pro","Dal","Was",4
"8173",8173,1966,"Pro","Den","Hou",1
"8174",8174,1966,"Pro","Den","Mia",5
"8175",8175,1966,"Pro","Den","Oak",1
"8176",8176,1966,"Pro","Den","SD",1
"8177",8177,1966,"Pro","Det","Atl",3
"8178",8178,1966,"Pro","Det","Cle",1
"8179",8179,1966,"Pro","Det","Den",1
"8180",8180,1966,"Pro","Det","KC",1
"8181",8181,1966,"Pro","Det","LA",1
"8182",8182,1966,"Pro","Det","Pit",1
"8183",8183,1966,"Pro","Det","Was",1
"8184",8184,1966,"Pro","GB","Atl",3
"8185",8185,1966,"Pro","GB","LA",2
"8186",8186,1966,"Pro","GB","NYG",1
"8187",8187,1966,"Pro","GB","Pit",1
"8188",8188,1966,"Pro","GB","Was",1
"8189",8189,1966,"Pro","Hou","Buf",1
"8190",8190,1966,"Pro","Hou","KC",1
"8191",8191,1966,"Pro","Hou","Mia",4
"8192",8192,1966,"Pro","Hou","NYJ",1
"8193",8193,1966,"Pro","Hou","SD",2
"8194",8194,1966,"Pro","KC","Bos",1
"8195",8195,1966,"Pro","KC","Hou",1
"8196",8196,1966,"Pro","KC","Mia",3
"8197",8197,1966,"Pro","LA","Atl",3
"8198",8198,1966,"Pro","LA","Phi",3
"8199",8199,1966,"Pro","LA","Pit",3
"8200",8200,1966,"Pro","LA","SD",1
"8201",8201,1966,"Pro","Min","Atl",3
"8202",8202,1966,"Pro","Min","NYG",2
"8203",8203,1966,"Pro","Min","Oak",1
"8204",8204,1966,"Pro","NYG","Atl",1
"8205",8205,1966,"Pro","NYG","Bal",1
"8206",8206,1966,"Pro","NYG","Det",1
"8207",8207,1966,"Pro","NYG","Hou",1
"8208",8208,1966,"Pro","NYG","Oak",1
"8209",8209,1966,"Pro","NYG","Stl",2
"8210",8210,1966,"Pro","NYG","Was",2
"8211",8211,1966,"Pro","NYJ","Mia",4
"8212",8212,1966,"Pro","Oak","Buf",1
"8213",8213,1966,"Pro","Oak","Den",1
"8214",8214,1966,"Pro","Oak","KC",1
"8215",8215,1966,"Pro","Oak","Mia",4
"8216",8216,1966,"Pro","Phi","Atl",3
"8217",8217,1966,"Pro","Phi","Bos",1
"8218",8218,1966,"Pro","Phi","Den",1
"8219",8219,1966,"Pro","Phi","Det",1
"8220",8220,1966,"Pro","Phi","LA",3
"8221",8221,1966,"Pro","Phi","Mia",1
"8222",8222,1966,"Pro","Pit","Atl",1
"8223",8223,1966,"Pro","Pit","Chi",1
"8224",8224,1966,"Pro","Pit","Hou",1
"8225",8225,1966,"Pro","Pit","LA",2
"8226",8226,1966,"Pro","Pit","Min",2
"8227",8227,1966,"Pro","Pit","Was",1
"8228",8228,1966,"Pro","SD","Den",1
"8229",8229,1966,"Pro","SD","Hou",1
"8230",8230,1966,"Pro","SD","Mia",5
"8231",8231,1966,"Pro","SF","Atl",4
"8232",8232,1966,"Pro","SF","Den",1
"8233",8233,1966,"Pro","SF","Hou",1
"8234",8234,1966,"Pro","Stl","Atl",4
"8235",8235,1966,"Pro","Stl","Det",1
"8236",8236,1966,"Pro","Stl","Hou",2
"8237",8237,1966,"Pro","Was","Atl",3
"8238",8238,1966,"Pro","Was","Chi",1
"8239",8239,1966,"Pro","Was","Mia",2
"8240",8240,1966,"Pro","Was","Min",2
"8241",8241,1966,"Pro","Was","NYG",2
"8242",8242,1966,"Pro","Was","NYJ",1
"8243",8243,1966,"Pro","Was","Pit",1
"8244",8244,1967,"Draft","--","Phi",1
"8245",8245,1967,"Draft","Abilene Christian","SD",1
"8246",8246,1967,"Draft","Adams State","Bal",1
"8247",8247,1967,"Draft","Alabama","Bal",1
"8248",8248,1967,"Draft","Alabama","NO",1
"8249",8249,1967,"Draft","Alabama","SF",1
"8250",8250,1967,"Draft","Allen","Pit",1
"8251",8251,1967,"Draft","Arizona","SD",1
"8252",8252,1967,"Draft","Arizona State","Buf",1
"8253",8253,1967,"Draft","Arizona State","GB",1
"8254",8254,1967,"Draft","Arizona State","Was",1
"8255",8255,1967,"Draft","Arkansas","Buf",1
"8256",8256,1967,"Draft","Arkansas","Chi",1
"8257",8257,1967,"Draft","Arkansas","Phi",1
"8258",8258,1967,"Draft","Arkansas-Pine Bluff","Hou",1
"8259",8259,1967,"Draft","Auburn","NYG",1
"8260",8260,1967,"Draft","Benedict","Mia",1
"8261",8261,1967,"Draft","Bethune-Cookman","SD",1
"8262",8262,1967,"Draft","Boston College","GB",2
"8263",8263,1967,"Draft","Boston College","Phi",1
"8264",8264,1967,"Draft","Boston University","Bos",1
"8265",8265,1967,"Draft","Bowling Green","Det",1
"8266",8266,1967,"Draft","Bowling Green","Was",1
"8267",8267,1967,"Draft","Brigham Young","Den",1
"8268",8268,1967,"Draft","C.W. Post","Den",2
"8269",8269,1967,"Draft","California","Min",2
"8270",8270,1967,"Draft","Cincinnati","Buf",1
"8271",8271,1967,"Draft","Cincinnati","Den",1
"8272",8272,1967,"Draft","Clark Atlanta","NO",1
"8273",8273,1967,"Draft","Colgate","Bos",1
"8274",8274,1967,"Draft","Colorado","Oak",2
"8275",8275,1967,"Draft","Colorado State","NYJ",1
"8276",8276,1967,"Draft","Columbia","Det",1
"8277",8277,1967,"Draft","Columbia","Mia",1
"8278",8278,1967,"Draft","Cornell","Was",1
"8279",8279,1967,"Draft","Dayton","SD",1
"8280",8280,1967,"Draft","Defiance","Cle",1
"8281",8281,1967,"Draft","Delaware State","Phi",1
"8282",8282,1967,"Draft","Delaware Valley","Det",1
"8283",8283,1967,"Draft","Delta State","Cle",1
"8284",8284,1967,"Draft","Duke","Cle",1
"8285",8285,1967,"Draft","Eastern Montana","Den",1
"8286",8286,1967,"Draft","Eastern New Mexico","Phi",1
"8287",8287,1967,"Draft","Findlay","Buf",1
"8288",8288,1967,"Draft","Florida","Chi",1
"8289",8289,1967,"Draft","Florida","Mia",1
"8290",8290,1967,"Draft","Florida","NO",1
"8291",8291,1967,"Draft","Florida","SD",1
"8292",8292,1967,"Draft","Florida","SF",1
"8293",8293,1967,"Draft","Florida A&M","Den",2
"8294",8294,1967,"Draft","Florida A&M","Mia",1
"8295",8295,1967,"Draft","Florida State","Atl",1
"8296",8296,1967,"Draft","Florida State","NO",1
"8297",8297,1967,"Draft","Florida State","NYG",1
"8298",8298,1967,"Draft","Fort Valley State","Dal",1
"8299",8299,1967,"Draft","Georgia","Den",1
"8300",8300,1967,"Draft","Georgia Tech","Dal",1
"8301",8301,1967,"Draft","Gettysburg","Bal",1
"8302",8302,1967,"Draft","Grambling","Bal",1
"8303",8303,1967,"Draft","Gustavus Adolphus","Atl",1
"8304",8304,1967,"Draft","Hamline","Oak",1
"8305",8305,1967,"Draft","Harvard","Bos",1
"8306",8306,1967,"Draft","Hofstra","Den",1
"8307",8307,1967,"Draft","Holy Cross","Den",1
"8308",8308,1967,"Draft","Houston","Den",2
"8309",8309,1967,"Draft","Houston","Mia",1
"8310",8310,1967,"Draft","Houston","NO",1
"8311",8311,1967,"Draft","Houston","SD",1
"8312",8312,1967,"Draft","Howard Payne","Min",1
"8313",8313,1967,"Draft","Idaho","Bal",1
"8314",8314,1967,"Draft","Idaho","Pit",2
"8315",8315,1967,"Draft","Idaho","Was",1
"8316",8316,1967,"Draft","Illinois","Bal",1
"8317",8317,1967,"Draft","Illinois","LA",1
"8318",8318,1967,"Draft","Indiana","Chi",1
"8319",8319,1967,"Draft","Indiana","Pit",1
"8320",8320,1967,"Draft","Iowa State","Cle",1
"8321",8321,1967,"Draft","Iowa State","Det",1
"8322",8322,1967,"Draft","Iowa State","Hou",1
"8323",8323,1967,"Draft","Ivy Tech State-SW JC (IN)","Chi",1
"8324",8324,1967,"Draft","Jackson State","Atl",1
"8325",8325,1967,"Draft","Jackson State","Det",1
"8326",8326,1967,"Draft","Jackson State","GB",1
"8327",8327,1967,"Draft","Jackson State","KC",1
"8328",8328,1967,"Draft","Jackson State","Phi",1
"8329",8329,1967,"Draft","Kansas","NO",1
"8330",8330,1967,"Draft","Kansas State","Hou",1
"8331",8331,1967,"Draft","Kentucky","Mia",1
"8332",8332,1967,"Draft","Kentucky","SF",1
"8333",8333,1967,"Draft","Lamar","Stl",1
"8334",8334,1967,"Draft","Lincoln (MO)","Hou",1
"8335",8335,1967,"Draft","Long Beach State","NO",1
"8336",8336,1967,"Draft","Long Beach State","SD",1
"8337",8337,1967,"Draft","Los Angeles State","Stl",1
"8338",8338,1967,"Draft","Louisiana State","Bos",1
"8339",8339,1967,"Draft","Louisiana State","Buf",1
"8340",8340,1967,"Draft","Louisiana State","Cle",1
"8341",8341,1967,"Draft","Louisville","SF",1
"8342",8342,1967,"Draft","Maine","Den",1
"8343",8343,1967,"Draft","Maryland","Den",3
"8344",8344,1967,"Draft","Maryland","Was",1
"8345",8345,1967,"Draft","Maryland Eastern Shore","Bal",1
"8346",8346,1967,"Draft","Maryland Eastern Shore","Pit",1
"8347",8347,1967,"Draft","Massachusetts","Bos",2
"8348",8348,1967,"Draft","Memphis","SD",1
"8349",8349,1967,"Draft","Merchant Marine","NYG",1
"8350",8350,1967,"Draft","Miami","KC",1
"8351",8351,1967,"Draft","Miami","Mia",1
"8352",8352,1967,"Draft","Miami","NYG",1
"8353",8353,1967,"Draft","Miami","NYJ",1
"8354",8354,1967,"Draft","Miami","Pit",1
"8355",8355,1967,"Draft","Miami","SD",1
"8356",8356,1967,"Draft","Miami (OH)","Bos",1
"8357",8357,1967,"Draft","Michigan","Bal",1
"8358",8358,1967,"Draft","Michigan","Cle",1
"8359",8359,1967,"Draft","Michigan","Det",1
"8360",8360,1967,"Draft","Michigan","GB",1
"8361",8361,1967,"Draft","Michigan","Mia",1
"8362",8362,1967,"Draft","Michigan","SF",1
"8363",8363,1967,"Draft","Michigan State","Bal",1
"8364",8364,1967,"Draft","Michigan State","Den",1
"8365",8365,1967,"Draft","Michigan State","Det",1
"8366",8366,1967,"Draft","Michigan State","Hou",1
"8367",8367,1967,"Draft","Michigan State","Min",2
"8368",8368,1967,"Draft","Michigan State","NYJ",1
"8369",8369,1967,"Draft","Minnesota","Min",1
"8370",8370,1967,"Draft","Minnesota","NYG",1
"8371",8371,1967,"Draft","Minnesota","Pit",1
"8372",8372,1967,"Draft","Mississippi","NYG",1
"8373",8373,1967,"Draft","Mississippi","SF",1
"8374",8374,1967,"Draft","Missouri","Min",1
"8375",8375,1967,"Draft","Missouri","NO",1
"8376",8376,1967,"Draft","Montana State","Dal",1
"8377",8377,1967,"Draft","Montana State","KC",1
"8378",8378,1967,"Draft","Morgan State","KC",1
"8379",8379,1967,"Draft","Nebraska","Chi",1
"8380",8380,1967,"Draft","Nebraska","Hou",1
"8381",8381,1967,"Draft","Nebraska","Min",1
"8382",8382,1967,"Draft","Nebraska","Phi",1
"8383",8383,1967,"Draft","Nebraska-Kearney","NYJ",1
"8384",8384,1967,"Draft","New Mexico","Pit",1
"8385",8385,1967,"Draft","New Mexico","SF",1
"8386",8386,1967,"Draft","North Carolina","Atl",1
"8387",8387,1967,"Draft","North Carolina","Det",1
"8388",8388,1967,"Draft","North Carolina A&T","Chi",1
"8389",8389,1967,"Draft","North Carolina Central","Oak",1
"8390",8390,1967,"Draft","North Carolina State","Dal",1
"8391",8391,1967,"Draft","North Dakota","Cle",1
"8392",8392,1967,"Draft","North Dakota","NO",1
"8393",8393,1967,"Draft","North Texas","Atl",1
"8394",8394,1967,"Draft","North Texas","Was",1
"8395",8395,1967,"Draft","Northern Arizona","Dal",1
"8396",8396,1967,"Draft","Northwestern","Dal",1
"8397",8397,1967,"Draft","Northwestern","Det",1
"8398",8398,1967,"Draft","Northwestern","Hou",1
"8399",8399,1967,"Draft","Northwestern","Was",1
"8400",8400,1967,"Draft","Northwestern Oklahoma State","SF",1
"8401",8401,1967,"Draft","Northwestern State","Chi",1
"8402",8402,1967,"Draft","Northwestern State","Hou",1
"8403",8403,1967,"Draft","Northwestern State","KC",1
"8404",8404,1967,"Draft","Notre Dame","Cle",1
"8405",8405,1967,"Draft","Notre Dame","Den",2
"8406",8406,1967,"Draft","Notre Dame","Hou",1
"8407",8407,1967,"Draft","Notre Dame","KC",1
"8408",8408,1967,"Draft","Notre Dame","Min",1
"8409",8409,1967,"Draft","Notre Dame","NYJ",1
"8410",8410,1967,"Draft","Ohio State","Den",1
"8411",8411,1967,"Draft","Ohio State","NO",1
"8412",8412,1967,"Draft","Oklahoma","Mia",1
"8413",8413,1967,"Draft","Oklahoma","NO",1
"8414",8414,1967,"Draft","Oklahoma","NYJ",1
"8415",8415,1967,"Draft","Oklahoma State","NO",1
"8416",8416,1967,"Draft","Oklahoma State","NYJ",1
